image,valid,area_ratio,center_x_norm,center_y_norm,grid_cells,sharpness_laplacian_var,board_distance_m,pitch_deg,yaw_deg,roll_deg,reprojection_error_px
rgb2_000.png,True,0.034272956848144534,0.2718484103679657,0.3404950797557831,"1,0;1,1;2,0;2,1",339.2185812579072,3.1150722095548726,35.02648531117377,2.5029676305318116,4.941360764070951,0.5384954214096069
rgb2_001.png,True,0.04010104709201389,0.3723420202732086,0.3577837347984314,"1,1;1,2;2,1;2,2",349.29569497284945,3.1066509301333003,34.92716717085452,2.169127171033828,4.049448444221453,0.6210871338844299
rgb2_002.png,True,0.04326365152994792,0.44392919540405273,0.40161094069480896,"1,1;1,2;2,1;2,2",351.943068508572,3.101748206714389,35.045236837140244,2.4451693636292577,3.9677460391687425,0.8600296974182129
rgb2_003.png,True,0.044341587490505645,0.546455979347229,0.4349793791770935,"1,2;1,3;2,2;2,3",342.0272709448496,3.0844639088027725,36.43966118920408,0.6058926300482116,1.8751061482054017,1.313411831855774
rgb2_004.png,True,0.04323293897840712,0.6194078326225281,0.44551214575767517,"1,2;1,3;2,2;2,3",321.0644369573899,3.0105581352082016,-33.04454331260687,-1.195327363218627,0.7620240606715042,0.9931178689002991
rgb2_007.png,True,0.07256586710611979,0.5493015646934509,0.45173126459121704,"1,2;1,3;2,2;2,3",387.6397384112311,2.43583652451901,37.140238994984216,1.973727352878182,3.7059645149887857,1.3049266338348389
rgb2_008.png,True,0.07411306593153212,0.4190584719181061,0.4660070240497589,"1,1;1,2;2,1;2,2;3,1;3,2",389.4132561643812,2.358058369396721,37.14741174789429,2.0978824264489826,5.573022023566776,1.9282314777374268
rgb2_009.png,True,0.07125943501790365,0.298105925321579,0.4511492848396301,"1,0;1,1;1,2;2,0;2,1;2,2;3,1;3,2",387.43668696853734,2.2543212019374783,35.96708965356746,1.7554479143726751,6.6580740793949555,1.6627706289291382
rgb2_015.png,True,0.13012530856662327,0.4170345664024353,0.4336989223957062,"1,1;1,2;2,1;2,2;3,1;3,2",394.40766693110993,1.7804210662826556,36.4917528277518,0.540338330200224,2.9168523532193373,1.9588637351989746
rgb2_016.png,True,0.09307571411132813,0.42522287368774414,0.4362640678882599,"1,1;1,2;2,1;2,2;3,2",397.7879895290045,2.1298911854318123,35.95146158970991,3.6371155827313943,5.85448813785666,1.8533704280853271
rgb2_017.png,True,0.05955031500922309,0.4563632905483246,0.4803444743156433,"1,1;1,2;2,1;2,2;3,2",381.6501226759911,2.763450845982599,34.56055229423753,4.40163360732513,3.989923072591024,1.2516484260559082
rgb2_019.png,True,0.11435166252983942,0.45972681045532227,0.4405856132507324,"1,1;1,2;2,1;2,2;3,1;3,2",366.7939594944318,2.579569948711158,32.0379737608159,-31.17921157692819,-17.2386632502306,0.5904911160469055
rgb2_024.png,True,0.08111853705512152,0.28855353593826294,0.6862668991088867,"2,1;3,0;3,1;3,2;4,1",341.6862512609588,2.7772132958293136,28.82509570643967,40.781273678278964,18.958705749478323,0.5457524061203003
rgb2_025.png,True,0.11942498101128472,0.4409202039241791,0.5948141813278198,"1,1;2,1;2,2;3,1;3,2;4,2",384.8343787940508,2.494847458489964,30.227016955925343,36.373981841099535,21.7100685407704,0.6485462188720703
rgb2_026.png,True,0.14798663669162326,0.6025891304016113,0.584877073764801,"1,2;2,2;2,3;3,2;3,3;4,3",401.4185606178837,2.1871319033885714,34.84887038377203,30.5972945813874,19.307612562771563,0.8881956934928894
rgb2_032.png,True,0.06695799085828993,0.4188064932823181,0.29819798469543457,"0,1;0,2;1,1;1,2;2,1;2,2",368.28295459208545,2.4906163148657487,33.6255901278056,1.5527477165545869,-0.3442389425227546,0.9201146960258484
rgb2_033.png,True,0.06143028683132595,0.28304556012153625,0.3217127323150635,"0,1;1,0;1,1;2,0;2,1",380.86165136266527,2.418569591045209,34.79203330613271,0.3628390278843726,-2.2837542498127092,0.8125631809234619
rgb2_034.png,True,0.06563699934217665,0.26052457094192505,0.5432543158531189,"1,1;2,0;2,1;3,0;3,1",399.0785884284962,2.258047226713325,36.391366595716356,0.3940534256598878,-5.390337749229146,1.3522639274597168
rgb2_035.png,True,0.10309417724609375,0.5494744181632996,0.5866124629974365,"2,2;2,3;3,2;3,3",395.5167055051403,2.0688741256922456,37.37104064250957,-4.344769948368919,-5.720261584941707,3.444401979446411
rgb2_036.png,True,0.08483617146809896,0.384425550699234,0.4614933729171753,"1,1;1,2;2,1;2,2;3,1;3,2",400.7714880168479,2.2588690894073404,35.69965662663486,-5.435944895339583,-6.867609213172611,1.687209129333496
