index,lidar_rgb1_x_m,lidar_rgb1_y_m,lidar_rgb1_z_m,nearest_stereo_x_m,nearest_stereo_y_m,nearest_stereo_z_m,nearest_error_m
74,0.16411973386590203,0.033678494120114325,0.03081910533071323,0.17875368,0.02974829,0.40055897,0.3700502214693891
75,0.1650779325339735,0.033783234551296816,0.028502398047998683,0.17875368,0.02974829,0.40055897,0.37232969204585514
76,0.16601223624441985,0.03388656704377073,0.02611148710897693,0.17875368,0.02974829,0.40055897,0.37468705231071253
77,0.16863178296734918,0.03413223616813199,0.02423631255836249,0.17875368,0.02974829,0.40055897,0.37648428159417324
78,0.17199579059592138,0.03444600604648266,0.022016438276485015,0.17875368,0.02974829,0.40055897,0.378631992743481
79,0.17533259060120762,0.03475761550903922,0.019773159565608385,0.17875368,0.02974829,0.40055897,0.3808341248140803
80,0.17914348864801724,0.0351116962693808,0.017408751397357557,0.17875368,0.02974829,0.40055897,0.3831879540027912
81,0.16350073440151755,0.03381880844382384,0.009518581573706646,0.17875368,0.02974829,0.40055897,0.39135892330496075
82,0.16245678825803722,0.03374960104479482,0.007120287430871806,0.17875368,0.02974829,0.40055897,0.39379638915594145
83,0.16039187315569622,0.033589783872124995,0.004889447725186975,0.17875368,0.02974829,0.40055897,0.39611397839881374
84,0.15220324583517456,0.03291333265225829,0.0007211683807293173,0.17875368,0.02974829,0.40055897,0.40073084564712835
85,0.14906970173039627,0.03265824991513963,-0.0012877024064633508,0.17875368,0.02974829,0.40055897,0.4029520499473424
86,0.14813931268744984,0.03259736737936918,-0.0035124476292704536,0.17875368,0.02974829,0.40055897,0.4052395183996616
87,0.14966435516681006,0.03275235631914547,-0.005915746236833674,0.17875368,0.02974829,0.40055897,0.40752534666387946
88,0.1526473195622299,0.03303600260609264,-0.008477986138156101,0.17875368,0.02974829,0.40055897,0.40988240093501804
89,0.15608188116476554,0.03336077374104664,-0.011228965691693824,0.17875368,0.02974829,0.40055897,0.4124274051059547
90,0.15678296298273023,0.033443044022573566,-0.013541720157992324,0.17875368,0.02974829,0.40055897,0.41469958428103815
91,0.15571603893662894,0.03336980253411098,-0.015717585114075037,0.17875368,0.02974829,0.40055897,0.41692927289462545
92,0.15265750029707212,0.033119665061893566,-0.017551167220798847,0.17875368,0.02974829,0.40055897,0.4189373027216492
93,0.15179016225347555,0.03306359860946369,-0.01970079702587971,0.17875368,0.02974829,0.40055897,0.4211369068855042
94,0.1538066099285788,0.033265405069711526,-0.02253610378051679,0.17875368,0.02974829,0.40055897,0.42384450906069665
95,0.15580001650071587,0.0334648108255948,-0.025328627162173,0.17875368,0.02974829,0.40055897,0.4265218969896561
96,0.15581493400204233,0.033487811209833726,-0.027707112100096378,0.17875368,0.02974829,0.40055897,0.42889626620454985
97,0.14387717246941173,0.03246414138393325,-0.029672455774036075,0.17875368,0.02974829,0.40055897,0.43165127863801206
98,0.021394474168765377,0.02153309840601254,-0.002913433276581407,0.05393772,0.01294134,0.40153263,0.40584418101244707
99,0.02810410086640917,0.022158612431789453,-0.007307003444800932,0.05393772,0.01294134,0.40153263,0.409758684915769
100,0.02740406031556975,0.022102147196059185,-0.007812876467270337,0.05393772,0.01294134,0.40153263,0.4103068353679702
101,0.026683525627537914,0.02204418531827028,-0.00835070436526153,0.05393772,0.01294134,0.40153263,0.4108892803349402
102,0.025964193012507335,0.02198605428185866,-0.00885849345427896,0.05393772,0.01294134,0.40153263,0.4114428262573376
103,0.02477155164891526,0.021884961955199823,-0.0091838943531233,0.05393772,0.01294134,0.40153263,0.41184792961318994
104,0.0231183715031705,0.021741723833652686,-0.00929416368263557,0.05393772,0.01294134,0.40153263,0.4120751550444936
105,0.019836396260041207,0.02145620912283741,-0.009386879168915067,0.05393772,0.01294134,0.40153263,0.41241998774625194
106,0.016363860590246453,0.021151625793850336,-0.009211946059155478,0.05393772,0.01294134,0.40153263,0.41254128334722573
107,0.01632505595617736,0.021154313053303835,-0.009877636655373466,0.05393772,0.01294134,0.40153263,0.4132076632061575
108,0.01018214815620375,0.020608354948425285,-0.00878434604291109,0.05393772,0.01294134,0.40153263,0.4127146157026618
109,0.009262990908974107,0.020529372625992665,-0.008917685234429224,0.05393772,0.01294134,0.40153263,0.41294414989745526
110,0.008346788266950251,0.020450467309855967,-0.009031207323575163,0.05393772,0.01294134,0.40153263,0.4131556420613209
111,0.008296230729210905,0.020451473258377876,-0.009625008803239039,0.05393772,0.01294134,0.40153263,0.413751316119561
112,0.00804069049704444,0.02043316984269169,-0.010062708182210861,0.05393772,0.01294134,0.40153263,0.4142141804005695
113,0.007767811027060961,0.020413509614045963,-0.010517515946328312,0.05393772,0.01294134,0.40153263,0.4146960532579265
114,0.007911237170499439,0.020432564633505443,-0.01123446944907388,0.05393772,0.01294134,0.40153263,0.4153928670015478
115,0.005903271657457101,0.020256443161988734,-0.011133465056892989,0.05393772,0.01294134,0.40153263,0.41551669638096084
116,0.006242174698265091,0.020293672070843136,-0.011972971172274655,0.05393772,0.01294134,0.40153263,0.4163121473478213
117,0.00554392707645129,0.020234003760101014,-0.012110595633796937,0.05393772,0.01294134,0.40153263,0.416528342674274
118,0.006134390237169062,0.02030148247396558,-0.013859956228431964,0.05393772,0.01294134,0.40153263,0.41819891287184896
119,0.005616304924714852,0.0202588403521821,-0.014140799393250213,0.05393772,0.01294134,0.40153263,0.41853662309268413
120,0.005293774468280176,0.020234573075165484,-0.014565477028281433,0.05393772,0.01294134,0.40153263,0.41899529753697806
121,0.005942116262666577,0.020302054852402978,-0.0157616181955954,0.05393772,0.01294134,0.40153263,0.4201098043111785
122,0.006357240544427541,0.02034810917293474,-0.016839525066297455,0.05393772,0.01294134,0.40153263,0.4211342094743923
123,0.006184913890197732,0.020338576464317065,-0.017442753637037386,0.05393772,0.01294134,0.40153263,0.42175279689940653
124,0.005443467061571287,0.020274857205674696,-0.017549498930792277,0.05393772,0.01294134,0.40153263,0.4219422991735095
125,0.00413510634737602,0.02015712327373857,-0.017157499892523354,0.05393772,0.01294134,0.40153263,0.4217034416794629
126,0.0026803046707208726,0.02002459328948164,-0.016544222382183126,0.05393772,0.01294134,0.40153263,0.42126683895269385
127,-0.005370292431862961,0.019270879637148998,-0.010923351105759142,-0.00851688,-0.02715373,0.40216115,0.4156969454387169
128,-0.0065490750027164535,0.019162760197362752,-0.010345937776138465,-0.00851688,-0.02715373,0.40216115,0.4151038267545369
129,-0.009013013596307032,0.018944163397369065,-0.009950013739925604,-0.00851688,-0.02715373,0.40216115,0.4146816528414253
130,-0.009283065250378048,0.018922833589018945,-0.010194767290244128,-0.00851688,-0.02715373,0.40216115,0.4149229317310498
131,-0.010046268903080188,0.018853284439028187,-0.009870560447636244,-0.00851688,-0.02715373,0.40216115,0.4145951215612825
132,-0.008842857993306908,0.019002179868931088,-0.014682033316343338,-0.00851688,-0.02715373,0.40216115,0.41939088420563414
133,-0.008963843748646068,0.018995305945606517,-0.01508567327674832,-0.00851688,-0.02715373,0.40216115,0.4197914301529267
134,-0.0077674768195282115,0.019128346879801153,-0.018226645512692416,-0.00851688,-0.02715373,0.40216115,0.4229284701476788
135,-0.00813882120509675,0.019098314041528567,-0.018486198475215022,-0.00851688,-0.02715373,0.40216115,0.42318268665636705
136,-0.007848317080523672,0.01914381863770161,-0.02069572374673141,-0.00851688,-0.02715373,0.40216115,0.4253843505126826
137,-0.007760415491563234,0.01916985786018861,-0.0227092821414611,-0.00851688,-0.02715373,0.40216115,0.42738896936966575
138,-0.008314253214083373,0.019121942974507207,-0.02275409670703411,-0.00851688,-0.02715373,0.40216115,0.4274277083331842
139,-0.008875415328971823,0.019073362869801908,-0.02279604515212533,-0.00851688,-0.02715373,0.40216115,0.4274642562534755
140,-0.00930252917950574,0.01903833677022857,-0.023041651309362,-0.00851688,-0.02715373,0.40216115,0.42770520983320665
141,-0.009463687778940591,0.0190406870932088,-0.024840610757544398,-0.00851688,-0.02715373,0.40216115,0.42949426574239014
142,-0.01003002461943863,0.018991420551671093,-0.02485680775986002,-0.00851688,-0.02715373,0.40216115,0.429506694680627
143,-0.01048223436293658,0.018954073792716193,-0.025088056722122994,-0.00851688,-0.02715373,0.40216115,0.42973442593425415
144,-0.011046044664344903,0.018904887981788555,-0.02508893891151565,-0.00851688,-0.02715373,0.40216115,0.429732976904484
145,-0.011541575509272449,0.018863821925116393,-0.025326827914156056,-0.00851688,-0.02715373,0.40216115,0.42996829549309634
146,-0.012009606287118682,0.01882496711823395,-0.025544087637052095,-0.00851688,-0.02715373,0.40216115,0.43018369335409984
147,-0.012480310737396638,0.018785825127643156,-0.02575543928072491,-0.00851688,-0.02715373,0.40216115,0.43039372543077875
148,-0.01314811642720878,0.018725233602416173,-0.025500718075948437,-0.00851688,-0.02715373,0.40216115,0.430140675893697
149,-0.013985652665211562,0.018645476692520226,-0.02476852295870347,-0.00851688,-0.02715373,0.40216115,0.4294140431573628
150,-0.014721084076290566,0.01857664899678602,-0.024257781757638885,-0.00851688,-0.02715373,0.40216115,0.4289089239835607
151,-0.014988207021064945,0.01855918576765337,-0.02489835493971802,-0.00851688,-0.02715373,0.40216115,0.4295478663673598
152,-0.015193310071027482,0.018549298089951753,-0.025776149732783523,-0.00851688,-0.02715373,0.40216115,0.43042266900997495
153,-0.0156460090905129,0.018511294464866514,-0.025940076645017466,-0.00851688,-0.02715373,0.40216115,0.43058887490962267
154,-0.016351152912244576,0.01844476976019876,-0.025392102210100412,-0.00851688,-0.02715373,0.40216115,0.4300492791388891
155,-0.017117993032666423,0.018370588542541807,-0.024594936773757233,-0.00851688,-0.02715373,0.40216115,0.42926355578200925
156,-0.017640642727903992,0.01832412297041759,-0.024500331515262864,-0.00851688,-0.02715373,0.40216115,0.4291753697102305
157,-0.01804659400636585,0.018292224361896307,-0.024886353212768827,-0.00851688,-0.02715373,0.40216115,0.4295645704864014
158,-0.018644796201831917,0.01823687848595925,-0.024540934387469845,-0.00851688,-0.02715373,0.40216115,0.429229019109762
159,-0.01928795620361115,0.018175300928104113,-0.023942417462177224,-0.00851688,-0.02715373,0.40216115,0.4286431934971781
160,-0.02494121088837166,0.017560610978129432,-0.010632099908725389,-0.00851688,-0.02715373,0.40216115,0.4155326679148663
161,-0.02509492907107935,0.0175543884408124,-0.011420195868027921,-0.00851688,-0.02715373,0.40216115,0.4163210026116028
162,-0.02614092871272801,0.017453021570115114,-0.01031301151416606,-0.00851688,-0.02715373,0.40216115,0.41525330016205886
163,-0.026327760594454745,0.01744382357030321,-0.011091657740359275,-0.00851688,-0.02715373,0.40216115,0.416033715409336
164,-0.026565323778546108,0.017427924767874445,-0.01162100192815128,-0.00851688,-0.02715373,0.40216115,0.41656804908557377
165,-0.02688325615807731,0.017398178095494484,-0.011401086507082332,-0.00851688,-0.02715373,0.40216115,0.41636032442209153
166,-0.027576945786486215,0.017322142189537072,-0.009701005532350818,-0.00851688,-0.02715373,0.40216115,0.4146948570630694
167,-0.028598256039826138,0.017242556075366136,-0.010745159228740666,-0.00851688,-0.02715373,0.40216115,0.41577146617082694
168,-0.02887908080109776,0.01721352375567305,-0.010248646838697854,-0.00851688,-0.02715373,0.40216115,0.41528895116029824
169,-0.02917330335126867,0.017185570342255093,-0.009998534714760306,-0.00851688,-0.02715373,0.40216115,0.4150521257440783
170,-0.029453302916881526,0.017163386180020414,-0.01024478189197918,-0.00851688,-0.02715373,0.40216115,0.41530831107835986
171,-0.030274721233283192,0.017091427867675833,-0.010213266907918545,-0.00851688,-0.02715373,0.40216115,0.415311566621993
172,-0.030604535258416256,0.01706931592204699,-0.010943858914913372,-0.00851688,-0.02715373,0.40216115,0.416052028832968
173,-0.03123215375325316,0.016995735569663783,-0.008881031378657322,-0.00851688,-0.02715373,0.40216115,0.41402999147923714
174,-0.03151685726772294,0.01697289583248275,-0.00910040745715621,-0.00851688,-0.02715373,0.40216115,0.41426106105179805
175,-0.031774608493778646,0.016950110944117462,-0.00906802218501667,-0.00851688,-0.02715373,0.40216115,0.4142408753089058
176,-0.03239463728621228,0.016885931862169752,-0.007963114139707496,-0.00851688,-0.02715373,0.40216115,0.4131725440371009
177,-0.03322294924079315,0.016828503509029032,-0.009590212798008011,-0.00851688,-0.02715373,0.40216115,0.4148300995441272
