pair_id,ruler_distance_cm,placement_angle_deg,height_cm,gt_volume_cm3,opencv_volume_cm3,opencv_depth_cm,opencv_width_cm,opencv_width_source,opencv_outside_mode,dav2_volume_cm3,dav2_depth_cm,dav2_width_cm,dav2_width_source,dav2_outside_mode,dav2_gt_volume_cm3,dav2_gt_depth_cm,dav2_gt_width_cm,dav2_gt_width_source,dav2_gt_outside_mode,foundation_volume_cm3,foundation_depth_cm,foundation_width_cm,foundation_width_source,foundation_outside_mode
000,25.0,-30.0,24.0,15360,,,,,,1093.6,2.19,20.78,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,466.0,0.93,20.78,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,603.6,0.45,55.43,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band
001,50.0,-30.0,24.0,15360,,,,,,4664.4,9.35,20.78,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,4246.4,6.36,27.81,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,6311.6,4.74,55.43,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
002,75.0,-30.0,24.0,15360,53310.1,59.63,37.25,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band|abs|,9095.6,14.22,26.65,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,6594.5,9.47,29.01,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,4279.0,3.22,55.43,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
003,100.0,-30.0,24.0,15360,52965.0,106.18,20.78,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,871.5,1.46,24.90,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,51.9,0.06,35.69,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band|abs|,1527.4,1.15,55.43,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
