image,valid,area_ratio,center_x_norm,center_y_norm,grid_cells,sharpness_laplacian_var,board_distance_m,pitch_deg,yaw_deg,roll_deg,reprojection_error_px
calib_000.png,True,0.22636455959743923,0.44325128197669983,0.3498644232749939,"0,1;0,2;0,3;1,1;1,2;1,3;2,1;2,2;2,3;3,2;3,3",179.59300451160948,0.2781953706807395,-3.666293834001453,-176.90687541795248,4.129161390478115,0.8446101546287537
calib_001.png,True,0.22148369683159722,0.4346277713775635,0.35155028104782104,"0,1;0,2;0,3;1,1;1,2;1,3;2,1;2,2;2,3;3,2;3,3",172.00899778826565,0.27878215194577777,-3.2493941303041938,-176.8507775609704,5.881986242573993,0.9082214832305908
calib_002.png,True,0.17965040418836806,0.7110520601272583,0.38725459575653076,"0,3;0,4;1,2;1,3;1,4;2,2;2,3;2,4;3,3;3,4",342.487749410893,0.2513499786921154,-53.688799920372226,-176.7314735167534,9.99356590387377,1.2828788757324219
calib_003.png,True,0.11662798563639323,0.21446886658668518,0.37025561928749084,"0,0;0,1;1,0;1,1;2,0;2,1",343.7958050195376,0.4207325981972178,33.84596783772769,-176.58405329826493,4.259200989927059,0.45831212401390076
calib_004.png,True,0.11635147094726563,0.4954036772251129,0.31343191862106323,"0,1;0,2;0,3;1,1;1,2;1,3;2,1;2,2;2,3",361.8728443519863,0.40971077936589684,-7.062594785072583,177.993268496679,-59.29015598059675,1.3315693140029907
calib_005.png,True,0.10907257080078125,0.5020775198936462,0.2554604411125183,"0,1;0,2;0,3;1,1;1,2;1,3;2,2;2,3",348.4087054018327,0.3468083686345026,-41.33243061470541,-157.69497823529412,-40.12260818025788,1.3186837434768677
calib_006.png,True,0.09515892876519097,0.34193116426467896,0.2547354996204376,"0,1;0,2;1,1;1,2;2,1;2,2",308.78763246253567,0.3469613551447418,-30.443910826664244,-161.42694548100403,-27.533394310391266,1.2644803524017334
calib_007.png,True,0.12595842997233073,0.21461012959480286,0.34854966402053833,"0,0;0,1;1,0;1,1;2,0;2,1",281.18270372105235,0.43117044586244757,29.01921658666345,-173.99524208877443,-11.645088144104085,0.34583669900894165
calib_008.png,True,0.08841190761990017,0.21837198734283447,0.42172229290008545,"1,0;1,1;2,0;2,1",359.80349447254605,0.4742217313113328,25.87902197711381,-173.11790114992638,-52.20653519375194,1.361202359199524
calib_009.png,True,0.08719688415527344,0.21359720826148987,0.4400029182434082,"1,0;1,1;2,0;2,1",364.1391419015095,0.46256751291667836,19.10944449175679,-171.11902432635497,-55.29536340618311,1.4608570337295532
calib_010.png,True,0.1057169935438368,0.4662257730960846,0.3949982821941376,"1,1;1,2;1,3;2,1;2,2;2,3",389.36705260077116,0.4013878470398213,-11.511354579468815,-179.3728623618802,-54.37343878375108,1.5173962116241455
calib_011.png,True,0.11129922654893663,0.5451825261116028,0.2588133215904236,"0,2;0,3;1,2;1,3;2,2;2,3",370.0360439355532,0.3118210190636172,-57.17689768005666,-152.6945537605583,-46.983842129502214,1.5973466634750366
calib_012.png,True,0.19231533474392362,0.6445842981338501,0.36897197365760803,"0,2;0,3;1,2;1,3;1,4;2,2;2,3;2,4",370.19245059777603,0.29663741493421625,-48.3206766483874,-176.91986580895085,-46.9131329737124,1.6943145990371704
calib_013.png,True,0.24424082438151043,0.48348456621170044,0.37028631567955017,"0,1;0,2;0,3;1,1;1,2;1,3;2,1;2,2;2,3;3,2;3,3",297.71394351407156,0.30710828907013143,-1.329951540293188,-176.63950283343826,-22.061850336020914,0.8895969390869141
calib_014.png,True,0.1126981692843967,0.22714026272296906,0.38206252455711365,"0,0;1,0;1,1;2,0;2,1",349.11865643674946,0.4476540615181068,29.82261084967096,-176.53889925353317,-13.499450027768924,0.30203425884246826
calib_015.png,True,0.09862066480848525,0.39769983291625977,0.3718383014202118,"0,1;0,2;1,1;1,2;2,1;2,2",361.4667019576073,0.4971110265857678,38.759155976400606,-76.45114352420805,16.471659269537962,0.8359045386314392
calib_016.png,True,0.09003879970974392,0.39661747217178345,0.4322458505630493,"1,1;1,2;2,1;2,2;3,2",392.91237590455887,0.49278299324361574,53.68141801211736,-69.28027778080896,21.020482064004497,1.3801929950714111
calib_017.png,True,0.14684288872612847,0.539145827293396,0.44786059856414795,"1,1;1,2;1,3;2,1;2,2;2,3",413.442807596461,0.38177698704176577,33.2898505950665,-7.496494510782333,50.124922893143165,1.5572991371154785
calib_018.png,True,0.03927864498562283,0.7175849080085754,0.15531523525714874,"0,3;0,4;1,3;1,4",364.32603681773315,0.6558420265956273,17.712301381302435,0.7945581672971171,39.408515034585555,0.4367927014827728
calib_019.png,True,0.11921907212999132,0.5769308805465698,0.36333873867988586,"0,2;0,3;1,2;1,3;2,2;2,3",419.98697238827816,0.4268793621771005,43.454556389735096,10.796573893535767,50.555715596513366,1.4601202011108398
calib_020.png,True,0.09983924865722656,0.3301348388195038,0.4010472595691681,"1,0;1,1;1,2;2,1;2,2",351.95764028902283,0.45622842292680404,6.969937588519446,-1.7354185677162404,35.65974251222653,0.9412394165992737
calib_021.png,True,0.07300773620605469,0.1494140326976776,0.39817577600479126,"1,0;1,1;2,0;2,1",303.5096778947041,0.48691433927299893,-32.570628393966764,3.7559431143991566,25.563270264788507,0.60713791847229
calib_022.png,True,0.3551616753472222,0.44126564264297485,0.4633549451828003,"0,1;0,2;1,0;1,1;1,2;1,3;1,4;2,0;2,1;2,2;2,3;3,1;3,2;3,3",293.59530240630045,0.20283646427633534,2.3398567831745583,3.851294154678844,53.408979720042545,2.5860393047332764
