image,valid,area_ratio,center_x_norm,center_y_norm,grid_cells,sharpness_laplacian_var,board_distance_m,pitch_deg,yaw_deg,roll_deg,reprojection_error_px
rgb2_000.png,True,0.034272956848144534,0.2718484103679657,0.3404950797557831,"1,0;1,1;2,0;2,1",339.2185812579072,0.7601872282217477,5.827693488702072,3.021042262614374,8.367223000814624,0.2556455065754154
rgb2_001.png,True,0.04010104709201389,0.3723420202732086,0.3577837347984314,"1,1;1,2;2,1;2,2",349.29569497284945,0.7125140021932512,5.321556222028953,2.1167676028046856,8.16269903156552,0.1772490108162821
rgb2_002.png,True,0.04326365152994792,0.44392919540405273,0.40161094069480896,"1,1;1,2;2,1;2,2",351.943068508572,0.6822093121247026,5.138380371202854,2.0047758320845888,9.606522617788768,0.1819607289493907
rgb2_003.png,True,0.044341587490505645,0.546455979347229,0.4349793791770935,"1,2;1,3;2,2;2,3",342.0272709448496,0.6544168286221534,5.302003381542407,0.07657150877374427,9.133875425169787,0.15550917306401205
rgb2_004.png,True,0.04323293897840712,0.6194078326225281,0.44551214575767517,"1,2;1,3;2,2;2,3",321.0644369573899,0.6496949290855075,5.541789510354325,-1.0991317009893533,10.55461234160204,0.15890211319754197
rgb2_005.png,True,0.04201900058322482,0.6646429300308228,0.44555550813674927,"1,2;1,3;2,2;2,3",307.45554077419234,0.6479883238742372,4.4878990936881245,-1.9832603715964854,10.290242006690383,0.17979474913886884
rgb2_006.png,True,0.0647185516357422,0.6808556318283081,0.4202142357826233,"1,2;1,3;2,2;2,3",376.08813178124956,0.5367870648708459,13.751798420313357,-0.8960886315530214,7.90152927721359,0.20567138399056065
rgb2_007.png,True,0.07256586710611979,0.5493015646934509,0.45173126459121704,"1,2;1,3;2,2;2,3",387.6397384112311,0.5262450161357671,11.8761528799423,1.6267570100954158,10.601194148689396,0.22930501574596476
rgb2_008.png,True,0.07411306593153212,0.4190584719181061,0.4660070240497589,"1,1;1,2;2,1;2,2;3,1;3,2",389.4132561643812,0.5323161822060464,12.467252170829221,2.31999570659468,12.395814795637438,0.3006174363789024
rgb2_009.png,True,0.07125943501790365,0.298105925321579,0.4511492848396301,"1,0;1,1;1,2;2,0;2,1;2,2;3,1;3,2",387.43668696853734,0.5413891143860751,8.810091375176398,2.399119504457339,12.964921203023671,0.35255896676905807
rgb2_010.png,True,0.0717490980360243,0.20254404842853546,0.4683825969696045,"1,0;1,1;2,0;2,1;3,0;3,1",338.31588397174295,0.5305812844751205,15.036207222325105,3.7681964030579223,13.428642663790965,0.5462141296541294
rgb2_011.png,True,0.1638733588324653,0.35550862550735474,0.4623090922832489,"1,0;1,1;1,2;2,0;2,1;2,2;3,1;3,2",367.13274123851164,0.38680049769632935,13.503646662480541,1.1529793602073575,6.973444051539306,0.472588842174894
rgb2_012.png,True,0.20077073838975695,0.4984264373779297,0.48424232006073,"1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3",377.4575345394935,0.343965771449045,15.092205250046959,-0.8330106301307036,3.98096311155784,0.3920128944047957
rgb2_013.png,True,0.17624706692165798,0.5759857296943665,0.44408565759658813,"1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3",377.85373982508975,0.3472239087430515,9.310736127255087,-1.8183360975954448,1.4792379293688733,0.3361400241567487
rgb2_014.png,True,0.20348110622829862,0.4006139636039734,0.43453145027160645,"0,2;1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3",364.3045685709447,0.3586960782153175,11.066681641141622,-3.6273063970505475,4.4999702292967605,0.39861840515917984
rgb2_015.png,True,0.13012530856662327,0.4170345664024353,0.4336989223957062,"1,1;1,2;2,1;2,2;3,1;3,2",394.40766693110993,0.4144601088695159,9.69845814459889,0.9712361447846531,8.975152963553999,0.3399766070997765
rgb2_016.png,True,0.09307571411132813,0.42522287368774414,0.4362640678882599,"1,1;1,2;2,1;2,2;3,2",397.7879895290045,0.4807310656237743,9.243866515955117,3.4226023413209457,12.120815847023788,0.26257444054776313
rgb2_017.png,True,0.05955031500922309,0.4563632905483246,0.4803444743156433,"1,1;1,2;2,1;2,2;3,2",381.6501226759911,0.598469821858133,3.451871651215875,3.685275927801634,8.790088968768796,0.17474525316318493
rgb2_018.png,True,0.12172403123643663,0.5242363214492798,0.39832669496536255,"0,2;1,1;1,2;1,3;2,2;2,3;3,2",366.57469756249327,0.5666091312312531,9.357788765038837,37.10202595206725,14.266631326086703,0.22207708364147513
rgb2_019.png,True,0.11435166252983942,0.45972681045532227,0.4405856132507324,"1,1;1,2;2,1;2,2;3,1;3,2",366.7939594944318,0.5752285360162808,7.621666531647792,-26.071113303783388,-0.5812196228144977,0.20658729814860693
rgb2_020.png,True,0.19372957017686632,0.45592278242111206,0.4534030854701996,"0,2;1,1;1,2;2,1;2,2;2,3;3,1;3,2",383.5520450858116,0.46260262824788845,13.25820119907289,-30.115515534810516,-1.4934303434856067,0.4368306066982602
rgb2_021.png,True,0.16366463555230035,0.46786537766456604,0.4446972608566284,"1,1;1,2;1,3;2,1;2,2;2,3;3,2",402.919115955766,0.47291326439950804,8.514648272866003,25.715765845493102,6.843477560127517,0.23409849944853486
