pair_id,ruler_distance_cm,placement_angle_deg,height_cm,gt_volume_cm3,opencv_volume_cm3,opencv_depth_cm,opencv_width_cm,opencv_width_source,opencv_outside_mode,dav2_volume_cm3,dav2_depth_cm,dav2_width_cm,dav2_width_source,dav2_outside_mode,dav2_gt_volume_cm3,dav2_gt_depth_cm,dav2_gt_width_cm,dav2_gt_width_source,dav2_gt_outside_mode,foundation_volume_cm3,foundation_depth_cm,foundation_width_cm,foundation_width_source,foundation_outside_mode
001,20.0,0.0,19.0,4940,13953.9,47.08,15.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,625.1,2.11,15.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,435.9,1.47,15.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,64.8,0.08,41.60,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band|abs|
002,25.0,0.0,19.0,4940,5306.7,17.90,15.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,774.8,2.61,15.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,755.0,2.55,15.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,105.0,0.13,41.60,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band
003,50.0,0.0,19.0,4940,1138.2,2.52,23.82,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,211.7,0.62,17.90,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band|abs|,322.5,0.84,20.25,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,265.0,0.34,41.60,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band
004,75.0,0.0,19.0,4940,13354.1,34.51,20.37,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,69.2,0.15,24.24,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band|abs|,375.6,0.96,20.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,1742.7,2.20,41.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
005,100.0,0.0,19.0,4940,,,,,,1334.7,2.43,28.95,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,1075.8,2.41,23.47,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,3795.7,4.80,41.60,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
000,,0.0,19.0,4940,7805.5,15.80,26.00,nominal_cos_placement,closer_flap_seed+consistent_band,1164.5,2.36,26.00,nominal_cos_placement,closer_flap_seed+consistent_band,,,,,,47.5,0.10,26.00,nominal_cos_placement,all_outside_seed+consistent_band|abs|
