pair_id,ruler_distance_cm,placement_angle_deg,height_cm,gt_volume_cm3,opencv_volume_cm3,opencv_depth_cm,opencv_width_cm,opencv_width_source,opencv_outside_mode,dav2_volume_cm3,dav2_depth_cm,dav2_width_cm,dav2_width_source,dav2_outside_mode,dav2_gt_volume_cm3,dav2_gt_depth_cm,dav2_gt_width_cm,dav2_gt_width_source,dav2_gt_outside_mode,foundation_volume_cm3,foundation_depth_cm,foundation_width_cm,foundation_width_source,foundation_outside_mode
000,25.0,0.0,24.0,15360,7238.9,12.57,24.00,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,4124.8,7.16,24.00,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,719.6,1.25,24.00,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,5461.9,6.91,32.92,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
001,50.0,0.0,24.0,15360,50284.4,87.30,24.00,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,6051.3,10.51,24.00,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,106.1,0.11,39.17,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band,11567.4,8.46,56.96,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
002,75.0,0.0,24.0,15360,,,,,,1699.5,1.94,36.55,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band|abs|,124.4,0.13,40.70,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band|abs|,2897.9,1.89,64.00,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
004,100.0,0.0,24.0,15360,,,,,,2392.5,2.47,40.36,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band,64.9,0.07,40.85,nominal_cos_x_ruler_scale_clamped,all_outside_seed+consistent_band|abs|,2911.8,1.90,64.00,nominal_cos_x_ruler_scale_clamped,closer_flap_seed+consistent_band
003,,0.0,24.0,15360,81923.4,85.34,40.00,nominal_cos_placement,all_outside_seed+consistent_band|abs|,711.2,0.74,40.00,nominal_cos_placement,closer_flap_seed+consistent_band,,,,,,2099.1,2.19,40.00,nominal_cos_placement,closer_flap_seed+consistent_band
